Date,Year,Month,Region,Route_Type,Business_Unit,Revenue,Cost,Passenger_Count,Load_Factor,Billing_Errors,Report_Run_Time_Minutes,Manual_Hours_Saved,Automation_Phase
2023-08-12,2023,8,Asia,International,Passenger,3783248,2540091,73499,0.81,108,155,145,After
2023-08-13,2023,8,Europe,Domestic,Cargo,3586045,2600252,78612,0.89,104,145,138,After
2023-08-14,2023,8,Asia,Domestic,Cargo,3710110,2851637,66896,0.78,75,150,63,After
2023-08-15,2023,8,Asia,International,Cargo,3696479,2737246,97033,0.94,94,129,133,After
2023-08-16,2023,8,North America,International,Cargo,3921828,2827750,83958,0.79,86,154,88,After
2023-08-17,2023,8,Asia,International,Cargo,3846951,2629105,79606,0.95,86,118,132,After
2023-08-18,2023,8,Europe,Domestic,Cargo,3941222,2943269,77685,0.85,80,137,92,After
2023-08-19,2023,8,Europe,Domestic,Passenger,3585318,2635950,76831,0.81,105,165,87,After
2023-08-20,2023,8,North America,Domestic,Cargo,4021955,2963197,77208,0.76,78,126,101,After
2023-08-21,2023,8,Europe,International,Cargo,3880144,2858443,76909,0.9,129,175,117,After
2023-08-22,2023,8,Asia,Domestic,Passenger,3448162,2632006,77292,0.78,26,133,94,After
2023-08-23,2023,8,Europe,Domestic,Passenger,3900581,2838616,75008,0.84,95,171,81,After
2023-08-24,2023,8,Europe,International,Cargo,4209849,3246976,68744,0.87,84,141,147,After
2023-08-25,2023,8,Europe,Domestic,Cargo,3783005,2558733,78316,0.84,98,168,79,After
2023-08-26,2023,8,Europe,Domestic,Passenger,3637631,2599093,76649,0.86,55,125,108,After
2023-08-27,2023,8,North America,International,Cargo,3995535,3053189,80960,0.83,48,182,153,After
2023-08-28,2023,8,Asia,International,Passenger,3607074,2435270,76689,0.82,118,155,148,After
2023-08-29,2023,8,Asia,International,Passenger,3780187,2547032,80605,0.87,101,142,68,After
2023-08-30,2023,8,Asia,Domestic,Passenger,3865333,2929352,90252,0.76,59,143,72,After
2023-08-31,2023,8,Europe,Domestic,Cargo,3966537,2965465,72761,0.77,57,144,132,After
2023-09-01,2023,9,North America,International,Passenger,3092394,2364920,71226,0.92,110,110,143,After
2023-09-02,2023,9,Europe,Domestic,Passenger,3407441,2526072,80596,0.83,77,116,102,After
2023-09-03,2023,9,North America,International,Cargo,3351244,2275489,77040,0.83,59,143,142,After
2023-09-04,2023,9,Asia,Domestic,Passenger,3015037,2118010,76018,0.94,104,98,125,After
2023-09-05,2023,9,Europe,Domestic,Passenger,3177322,2504679,81500,0.93,107,118,100,After
2023-09-06,2023,9,Europe,International,Cargo,3225226,2321407,83069,0.81,79,118,61,After
2023-09-07,2023,9,Asia,International,Cargo,2935980,1937803,84183,0.9,90,113,75,After
2023-09-08,2023,9,Europe,International,Passenger,3195908,2473460,71459,0.76,114,163,79,After
2023-09-09,2023,9,North America,Domestic,Cargo,3048258,2264395,75499,0.75,108,163,73,After
2023-09-10,2023,9,North America,International,Cargo,2782395,2001783,79202,0.93,118,118,79,After
2023-09-11,2023,9,Asia,Domestic,Passenger,2878329,2193570,74678,0.78,71,109,153,After
2023-09-12,2023,9,Asia,International,Cargo,2905756,2264842,69886,0.93,84,143,60,After
2023-09-13,2023,9,North America,Domestic,Passenger,3418401,2389016,78459,0.91,104,98,66,After
2023-09-14,2023,9,Asia,Domestic,Passenger,3134955,2100675,68549,0.83,68,124,138,After
2023-09-15,2023,9,Asia,International,Passenger,2918036,2325309,84276,0.78,90,169,105,After
2023-09-16,2023,9,Asia,Domestic,Passenger,3498347,2621446,75279,0.77,89,158,95,After
2023-09-17,2023,9,Asia,International,Passenger,3254174,2573084,76547,0.85,101,121,137,After
2023-09-18,2023,9,Europe,Domestic,Cargo,2922226,2252297,75967,0.86,71,148,101,After
2023-09-19,2023,9,North America,Domestic,Cargo,3165365,2337160,67401,0.93,63,154,143,After
2023-09-20,2023,9,Europe,Domestic,Cargo,3148182,2093914,75896,0.92,75,141,100,After
2023-09-21,2023,9,Europe,Domestic,Passenger,3158736,2164995,81942,0.81,106,173,129,After
2023-09-22,2023,9,Asia,International,Passenger,3195156,2453672,67100,0.86,56,114,123,After
2023-09-23,2023,9,North America,Domestic,Passenger,2973930,2354464,75629,0.77,93,166,141,After
2023-09-24,2023,9,North America,International,Cargo,2801782,1942491,70024,0.87,91,145,75,After
2023-09-25,2023,9,Asia,International,Passenger,3438621,2290001,72809,0.85,51,134,83,After
2023-09-26,2023,9,North America,Domestic,Passenger,3238576,2569587,79235,0.84,55,117,150,After
2023-09-27,2023,9,North America,International,Cargo,3093838,2045441,75166,0.9,58,92,151,After
2023-09-28,2023,9,North America,International,Passenger,2543503,1705985,79121,0.85,97,156,124,After
2023-09-29,2023,9,Europe,International,Passenger,3199965,2375176,69455,0.78,69,135,113,After
2023-09-30,2023,9,Europe,Domestic,Passenger,2899769,2127630,78959,0.9,99,157,80,After
2023-10-01,2023,10,Asia,Domestic,Cargo,3414140,2679620,81662,0.92,99,143,151,After
2023-10-02,2023,10,Europe,International,Passenger,3227383,2406330,83401,0.75,88,136,144,After
2023-10-03,2023,10,Europe,International,Cargo,2892967,2025347,76445,0.9,77,108,112,After
2023-10-04,2023,10,Asia,International,Cargo,3157619,2424877,80537,0.87,69,154,126,After
2023-10-05,2023,10,North America,International,Cargo,3335483,2401862,84076,0.83,59,142,72,After
2023-10-06,2023,10,Europe,International,Cargo,3554018,2820460,81088,0.88,82,159,140,After
2023-10-07,2023,10,North America,International,Passenger,3006080,1989504,83570,0.8,102,156,73,After
2023-10-08,2023,10,North America,International,Passenger,2903048,2241329,73471,0.95,82,170,107,After
2023-10-09,2023,10,Europe,International,Cargo,3018491,2051080,70244,0.78,76,190,85,After
2023-10-10,2023,10,North America,International,Passenger,3550916,2537508,74559,0.78,66,161,140,After
2023-10-11,2023,10,North America,International,Passenger,3349241,2635540,73977,0.87,66,126,158,After
2023-10-12,2023,10,Asia,International,Passenger,3221585,2190795,75148,0.81,83,133,129,After
2023-10-13,2023,10,Europe,Domestic,Passenger,3265143,2376053,76092,0.78,66,152,149,After
2023-10-14,2023,10,Europe,International,Passenger,3179832,2380061,76492,0.82,90,140,147,After
2023-10-15,2023,10,North America,International,Cargo,2924504,1920019,79680,0.75,69,135,149,After
2023-10-16,2023,10,Europe,International,Passenger,3099068,2026356,74587,0.78,60,107,90,After
2023-10-17,2023,10,Asia,Domestic,Passenger,3208675,2489735,81516,0.85,81,136,146,After
2023-10-18,2023,10,Europe,Domestic,Passenger,3544132,2690054,77535,0.91,100,151,145,After
2023-10-19,2023,10,Europe,Domestic,Passenger,3239476,2316442,66299,0.85,63,129,97,After
2023-10-20,2023,10,North America,Domestic,Passenger,3009441,2005395,76076,0.93,90,144,85,After
2023-10-21,2023,10,Asia,Domestic,Passenger,2802172,2043544,89757,0.81,94,145,82,After
2023-10-22,2023,10,North America,International,Cargo,3344644,2176411,77893,0.76,71,123,146,After
2023-10-23,2023,10,Asia,International,Passenger,2788843,1927524,77966,0.91,79,146,112,After
2023-10-24,2023,10,North America,Domestic,Cargo,3232414,2555911,77791,0.93,91,158,151,After
2023-10-25,2023,10,North America,International,Cargo,2868447,2205847,83481,0.85,105,119,125,After
2023-10-26,2023,10,North America,International,Passenger,3132147,2466264,74162,0.94,69,131,158,After
2023-10-27,2023,10,North America,Domestic,Passenger,2996543,2087186,71684,0.81,104,148,66,After
2023-10-28,2023,10,Europe,Domestic,Passenger,2929377,2061156,73681,0.83,90,137,124,After
2023-10-29,2023,10,North America,Domestic,Cargo,3238555,2523238,86041,0.87,72,154,75,After
2023-10-30,2023,10,North America,Domestic,Passenger,3429440,2608420,71984,0.82,99,140,99,After
2023-10-31,2023,10,Europe,International,Cargo,3083399,2394121,74533,0.83,89,160,119,After
2023-11-01,2023,11,Asia,International,Passenger,3147989,2339541,76348,0.84,71,109,68,After
2023-11-02,2023,11,Europe,Domestic,Passenger,3088918,2187156,79784,0.75,76,148,76,After
2023-11-03,2023,11,North America,International,Passenger,3637929,2460822,83204,0.85,82,156,119,After
2023-11-04,2023,11,Asia,International,Cargo,3284310,2155794,68736,0.87,109,142,135,After
2023-11-05,2023,11,Europe,International,Passenger,2663158,2116697,79841,0.78,41,149,74,After
2023-11-06,2023,11,Europe,Domestic,Passenger,2884457,2238464,83806,0.82,102,150,158,After
2023-11-07,2023,11,Europe,Domestic,Passenger,2997113,2396745,82721,0.9,84,140,129,After
2023-11-08,2023,11,Europe,Domestic,Cargo,2940588,2335284,82795,0.95,110,158,75,After
2023-11-09,2023,11,North America,Domestic,Cargo,3215283,2553673,75914,0.79,79,123,111,After
2023-11-10,2023,11,Europe,International,Cargo,3301771,2232816,80788,0.88,58,146,143,After
2023-11-11,2023,11,Europe,Domestic,Cargo,3191400,2076969,71182,0.89,54,132,127,After
2023-11-12,2023,11,North America,International,Cargo,3346335,2573374,70548,0.86,106,147,113,After
2023-11-13,2023,11,Asia,Domestic,Cargo,3516648,2524636,79412,0.77,95,179,76,After
2023-11-14,2023,11,North America,Domestic,Cargo,3052335,2139124,76484,0.76,120,114,111,After
2023-11-15,2023,11,Asia,Domestic,Passenger,2829669,1895871,85171,0.84,110,153,116,After
2023-11-16,2023,11,North America,International,Passenger,3197541,2349880,70317,0.79,44,160,118,After
2023-11-17,2023,11,Europe,Domestic,Passenger,2937774,2329937,79805,0.87,59,179,89,After
2023-11-18,2023,11,North America,International,Passenger,3222994,2268886,78589,0.93,55,109,66,After
2023-11-19,2023,11,Asia,Domestic,Passenger,3086520,2248446,87006,0.76,59,113,88,After
2023-11-20,2023,11,Asia,International,Cargo,3324209,2278019,82937,0.9,85,129,87,After
2023-11-21,2023,11,Europe,International,Cargo,3399993,2407669,83719,0.82,66,109,74,After
2023-11-22,2023,11,North America,Domestic,Cargo,3066779,2314371,70533,0.79,72,140,69,After
2023-11-23,2023,11,Europe,International,Cargo,2985628,2168585,70905,0.95,99,169,132,After
2023-11-24,2023,11,North America,Domestic,Passenger,3138965,2238789,82565,0.91,69,149,77,After
2023-11-25,2023,11,Europe,Domestic,Cargo,2729539,1971165,79010,0.9,40,136,89,After
2023-11-26,2023,11,Europe,Domestic,Cargo,3178967,2397292,79880,0.85,82,143,79,After
2023-11-27,2023,11,North America,International,Passenger,3459415,2441168,74859,0.85,63,179,118,After
2023-11-28,2023,11,Asia,Domestic,Cargo,2974274,2351686,80239,0.81,82,168,151,After
2023-11-29,2023,11,Europe,International,Cargo,3220550,2447854,66545,0.76,93,129,138,After
2023-11-30,2023,11,Europe,International,Passenger,3001168,2146500,75431,0.86,55,140,110,After
2023-12-01,2023,12,North America,Domestic,Passenger,3743005,2915935,69490,0.93,70,159,159,After
2023-12-02,2023,12,Asia,Domestic,Passenger,3530405,2524933,71906,0.87,79,141,77,After
2023-12-03,2023,12,North America,International,Passenger,3835040,2895003,70380,0.81,58,165,87,After
2023-12-04,2023,12,Asia,Domestic,Passenger,3912776,2766893,71103,0.82,60,113,115,After
2023-12-05,2023,12,North America,Domestic,Passenger,3544254,2476153,73907,0.89,86,164,109,After
2023-12-06,2023,12,Europe,Domestic,Passenger,3781404,2473212,80933,0.88,88,139,120,After
2023-12-07,2023,12,Europe,Domestic,Cargo,3720322,2522589,87026,0.89,70,140,84,After
2023-12-08,2023,12,Europe,International,Passenger,3664773,2704180,73331,0.78,126,150,114,After
2023-12-09,2023,12,North America,International,Cargo,4022498,3084130,69288,0.77,93,98,73,After
2023-12-10,2023,12,Asia,International,Cargo,3556867,2764879,74247,0.93,83,169,120,After
2023-12-11,2023,12,Asia,International,Passenger,3760971,2695184,76929,0.92,64,166,121,After
2023-12-12,2023,12,Europe,International,Passenger,3459264,2251103,75944,0.8,36,112,82,After
2023-12-13,2023,12,North America,Domestic,Cargo,3892947,2741060,83151,0.81,85,186,102,After
2023-12-14,2023,12,North America,Domestic,Passenger,3260174,2197971,78408,0.91,62,143,137,After
2023-12-15,2023,12,Europe,Domestic,Passenger,3274910,2220153,70887,0.83,66,138,65,After
2023-12-16,2023,12,North America,International,Passenger,3808518,2842093,79485,0.92,69,145,125,After
2023-12-17,2023,12,North America,International,Cargo,3632167,2532292,71009,0.81,69,123,82,After
2023-12-18,2023,12,Europe,International,Passenger,3847236,2974160,79913,0.83,61,160,80,After
2023-12-19,2023,12,Europe,Domestic,Cargo,3969884,2947305,80785,0.78,87,160,88,After
2023-12-20,2023,12,Asia,Domestic,Cargo,3655723,2473007,76951,0.77,74,108,131,After
2023-12-21,2023,12,Asia,International,Passenger,3587411,2762891,79924,0.93,106,120,62,After
2023-12-22,2023,12,North America,Domestic,Cargo,3948279,2946104,83059,0.85,102,154,113,After
2023-12-23,2023,12,North America,Domestic,Passenger,3874122,2851831,82919,0.77,87,131,84,After
2023-12-24,2023,12,Europe,Domestic,Cargo,3659646,2558372,77727,0.83,95,139,95,After
2023-12-25,2023,12,Asia,International,Cargo,3706899,2965349,83482,0.85,84,115,67,After
2023-12-26,2023,12,Asia,Domestic,Passenger,3834500,2596037,79354,0.79,56,133,147,After
2023-12-27,2023,12,Europe,Domestic,Passenger,3490074,2323150,73203,0.82,98,111,102,After
2023-12-28,2023,12,Asia,International,Cargo,3617981,2837383,80195,0.78,79,139,66,After
2023-12-29,2023,12,North America,Domestic,Cargo,4050648,2875700,80076,0.83,81,186,98,After
2023-12-30,2023,12,North America,International,Passenger,3874088,2948213,81629,0.9,81,159,113,After
2023-12-31,2023,12,Asia,International,Passenger,3974753,2764861,78343,0.91,63,156,150,After
2024-01-01,2024,1,Europe,International,Cargo,3291871,2614688,80688,0.88,82,155,86,After
2024-01-02,2024,1,Asia,International,Passenger,2865546,2171733,81319,0.93,54,150,132,After
2024-01-03,2024,1,Asia,International,Cargo,3222602,2108305,81779,0.84,86,114,155,After
2024-01-04,2024,1,Europe,International,Passenger,3287939,2525488,85124,0.9,48,121,123,After
2024-01-05,2024,1,North America,International,Cargo,3531425,2456710,79429,0.79,125,170,75,After
2024-01-06,2024,1,Asia,Domestic,Cargo,3165503,2330776,86772,0.79,100,133,68,After
2024-01-07,2024,1,North America,Domestic,Cargo,3340708,2302785,79592,0.88,59,166,61,After
2024-01-08,2024,1,Europe,Domestic,Cargo,3084321,2173949,79218,0.88,89,144,156,After
2024-01-09,2024,1,North America,Domestic,Cargo,3216029,2566427,88798,0.85,97,127,120,After
2024-01-10,2024,1,North America,Domestic,Cargo,3416924,2732992,80780,0.9,74,139,103,After
2024-01-11,2024,1,North America,Domestic,Passenger,3539638,2556060,90090,0.94,112,126,150,After
2024-01-12,2024,1,North America,Domestic,Cargo,3105758,2096535,78992,0.9,76,107,154,After
2024-01-13,2024,1,Europe,Domestic,Cargo,3093567,2290641,88085,0.91,85,129,115,After
2024-01-14,2024,1,Asia,Domestic,Cargo,2977269,2302037,83262,0.76,80,121,79,After
2024-01-15,2024,1,Asia,International,Passenger,3418368,2710667,79563,0.85,83,172,86,After
2024-01-16,2024,1,North America,Domestic,Cargo,3406850,2359760,75676,0.88,92,127,145,After
2024-01-17,2024,1,North America,International,Cargo,3230331,2142878,76795,0.77,77,157,108,After
2024-01-18,2024,1,Europe,International,Passenger,3358165,2370483,74836,0.78,34,154,131,After
2024-01-19,2024,1,North America,Domestic,Cargo,3670634,2549413,87214,0.9,109,123,67,After
2024-01-20,2024,1,Asia,International,Cargo,3298309,2491039,85473,0.92,75,103,80,After
2024-01-21,2024,1,North America,International,Cargo,3393515,2234155,77106,0.82,91,124,96,After
2024-01-22,2024,1,North America,International,Passenger,3032815,2250472,80217,0.8,78,132,143,After
2024-01-23,2024,1,Asia,International,Cargo,3197054,2517032,83588,0.87,70,102,75,After
2024-01-24,2024,1,North America,Domestic,Passenger,3058616,2035908,81784,0.9,69,132,132,After
2024-01-25,2024,1,Asia,Domestic,Cargo,3086407,2392219,77211,0.78,89,142,105,After
2024-01-26,2024,1,North America,Domestic,Cargo,3111625,2465608,79880,0.95,94,117,104,After
2024-01-27,2024,1,North America,International,Cargo,3178682,2539126,80990,0.89,75,151,151,After
2024-01-28,2024,1,North America,Domestic,Passenger,3339996,2467554,94113,0.77,84,139,118,After
2024-01-29,2024,1,Asia,International,Cargo,3351768,2467145,72813,0.87,73,161,63,After
2024-01-30,2024,1,Asia,International,Passenger,3294706,2197751,87071,0.8,112,134,124,After
2024-01-31,2024,1,Europe,International,Cargo,3253001,2142564,82863,0.83,110,165,79,After
2024-02-01,2024,2,North America,International,Cargo,3396954,2448321,80808,0.75,88,131,157,After
2024-02-02,2024,2,Asia,International,Cargo,3252186,2406376,88586,0.82,77,130,98,After
2024-02-03,2024,2,Europe,Domestic,Cargo,3237711,2554603,83472,0.77,87,146,126,After
2024-02-04,2024,2,Asia,International,Passenger,3069295,2093929,81334,0.8,37,142,131,After
2024-02-05,2024,2,Asia,Domestic,Passenger,3177579,2489495,80967,0.79,65,164,70,After
2024-02-06,2024,2,North America,Domestic,Cargo,3447246,2388736,84383,0.8,59,151,144,After
2024-02-07,2024,2,North America,International,Passenger,3332860,2223303,93841,0.88,50,134,157,After
2024-02-08,2024,2,Europe,International,Cargo,3137229,2426424,83486,0.81,48,153,139,After
2024-02-09,2024,2,North America,International,Cargo,3120347,2207425,77801,0.78,105,117,107,After
2024-02-10,2024,2,North America,International,Cargo,3404790,2668012,79501,0.83,111,174,92,After
2024-02-11,2024,2,Europe,International,Cargo,2949773,2185708,82561,0.9,78,145,82,After
2024-02-12,2024,2,Asia,Domestic,Cargo,3386426,2253917,82737,0.82,82,137,149,After
2024-02-13,2024,2,North America,International,Cargo,3230472,2384813,80959,0.85,58,161,139,After
2024-02-14,2024,2,North America,Domestic,Cargo,3017567,2377736,91402,0.88,50,127,148,After
2024-02-15,2024,2,North America,Domestic,Passenger,3362495,2515499,81195,0.86,90,131,82,After
2024-02-16,2024,2,North America,International,Passenger,3194471,2533205,80072,0.87,88,142,149,After
2024-02-17,2024,2,Europe,International,Cargo,3320233,2396038,94678,0.76,44,132,88,After
2024-02-18,2024,2,Asia,International,Passenger,3374958,2260575,79134,0.8,93,138,94,After
2024-02-19,2024,2,Asia,Domestic,Cargo,3018664,2274282,84472,0.79,56,126,74,After
2024-02-20,2024,2,Europe,International,Passenger,3178043,2107195,80742,0.86,77,121,107,After
2024-02-21,2024,2,North America,International,Passenger,3322892,2522080,84732,0.85,84,137,119,After
2024-02-22,2024,2,Asia,Domestic,Cargo,3387838,2533038,80145,0.88,76,122,117,After
2024-02-23,2024,2,Europe,International,Cargo,3188998,2239267,87434,0.84,105,154,150,After
2024-02-24,2024,2,North America,International,Cargo,2942448,2217300,81616,0.88,38,151,115,After
2024-02-25,2024,2,Europe,Domestic,Cargo,2810318,2079722,76221,0.91,89,158,70,After
2024-02-26,2024,2,North America,International,Passenger,3503228,2761333,80049,0.85,64,168,101,After
2024-02-27,2024,2,North America,International,Cargo,3241282,2531220,75071,0.77,81,132,82,After
2024-02-28,2024,2,North America,International,Cargo,2899816,2098591,78236,0.84,67,116,156,After
2024-02-29,2024,2,North America,International,Passenger,3486933,2505773,85934,0.79,122,129,107,After
2024-03-01,2024,3,North America,Domestic,Cargo,3379879,2262553,80589,0.82,100,127,63,After
2024-03-02,2024,3,North America,International,Cargo,3514245,2317174,71118,0.82,88,156,96,After
2024-03-03,2024,3,Europe,International,Passenger,3291155,2472485,77230,0.77,79,140,111,After
2024-03-04,2024,3,Asia,International,Cargo,3275687,2320096,89196,0.94,58,131,111,After
2024-03-05,2024,3,Europe,Domestic,Cargo,2905910,2113785,81943,0.88,94,159,138,After
2024-03-06,2024,3,Europe,Domestic,Cargo,3000666,1988661,82984,0.86,102,124,135,After
2024-03-07,2024,3,Europe,Domestic,Cargo,3849474,2903640,84017,0.85,34,134,139,After
2024-03-08,2024,3,Asia,International,Cargo,3111870,2320070,81162,0.82,63,192,145,After
2024-03-09,2024,3,North America,Domestic,Cargo,3406040,2638529,79158,0.76,73,142,122,After
2024-03-10,2024,3,Europe,International,Passenger,3455050,2660653,80472,0.94,68,152,88,After
2024-03-11,2024,3,Europe,Domestic,Passenger,3143065,2250000,76833,0.8,74,139,147,After
2024-03-12,2024,3,Asia,Domestic,Passenger,3059388,2285581,94258,0.84,52,160,127,After
2024-03-13,2024,3,North America,International,Passenger,3360538,2309807,77455,0.88,67,152,112,After
2024-03-14,2024,3,Asia,International,Cargo,3273521,2300522,81884,0.78,41,173,93,After
2024-03-15,2024,3,Europe,International,Cargo,2993164,1957710,88811,0.77,64,167,72,After
2024-03-16,2024,3,Asia,Domestic,Passenger,3468940,2716165,81816,0.77,78,150,71,After
2024-03-17,2024,3,Asia,Domestic,Cargo,3109638,2083877,80730,0.92,66,167,156,After
2024-03-18,2024,3,Europe,Domestic,Passenger,3553479,2537611,78453,0.92,111,143,139,After
2024-03-19,2024,3,Asia,International,Passenger,3288360,2194995,81584,0.75,118,189,60,After
2024-03-20,2024,3,North America,International,Cargo,2887830,2052715,82193,0.94,87,113,106,After
2024-03-21,2024,3,North America,Domestic,Passenger,3124827,2493189,87174,0.85,69,140,61,After
2024-03-22,2024,3,Europe,International,Cargo,3519509,2801816,76961,0.82,46,142,103,After
2024-03-23,2024,3,North America,Domestic,Cargo,3820770,2876796,78330,0.76,38,172,138,After
2024-03-24,2024,3,Asia,International,Cargo,3417935,2687183,82424,0.87,77,117,119,After
2024-03-25,2024,3,Asia,International,Cargo,3524801,2652416,79072,0.77,53,144,113,After
2024-03-26,2024,3,Asia,Domestic,Passenger,3428029,2640068,87365,0.8,76,163,68,After
2024-03-27,2024,3,Asia,International,Passenger,3158526,2191123,76128,0.88,71,149,118,After
2024-03-28,2024,3,Asia,Domestic,Passenger,3756056,2944898,82569,0.79,84,125,90,After
2024-03-29,2024,3,Asia,Domestic,Cargo,2920767,2335486,84651,0.83,91,115,108,After
2024-03-30,2024,3,North America,Domestic,Passenger,2710725,2085666,76660,0.79,81,141,81,After
2024-03-31,2024,3,Asia,Domestic,Cargo,3211377,2359618,85493,0.8,122,121,151,After
2024-04-01,2024,4,North America,Domestic,Cargo,3371867,2596697,80315,0.9,87,160,106,After
2024-04-02,2024,4,Asia,International,Passenger,2969685,2248854,79742,0.79,59,178,117,After
2024-04-03,2024,4,Asia,International,Cargo,3037942,2040095,85153,0.95,79,127,105,After
2024-04-04,2024,4,North America,Domestic,Passenger,3421622,2688654,86069,0.83,98,143,142,After
2024-04-05,2024,4,Asia,Domestic,Cargo,3135533,2049001,84205,0.92,89,153,81,After
2024-04-06,2024,4,North America,International,Cargo,3178014,2248016,72506,0.93,88,110,143,After
2024-04-07,2024,4,Asia,Domestic,Cargo,3434912,2285047,82589,0.79,67,165,79,After
2024-04-08,2024,4,Asia,Domestic,Passenger,3298050,2161234,88897,0.81,56,150,118,After
2024-04-09,2024,4,North America,International,Cargo,3450458,2445581,81706,0.8,96,177,135,After
2024-04-10,2024,4,North America,Domestic,Cargo,3226648,2135048,84015,0.88,100,89,135,After
2024-04-11,2024,4,North America,Domestic,Passenger,3397033,2629651,81313,0.95,85,158,131,After
2024-04-12,2024,4,North America,Domestic,Cargo,3419208,2482481,89723,0.89,102,86,155,After
2024-04-13,2024,4,North America,Domestic,Cargo,3231780,2531117,84205,0.79,111,132,120,After
2024-04-14,2024,4,North America,Domestic,Passenger,3385352,2340498,91611,0.88,92,120,118,After
2024-04-15,2024,4,Europe,International,Passenger,2956467,2150404,77935,0.88,76,176,152,After
2024-04-16,2024,4,Asia,Domestic,Cargo,3478160,2461158,79996,0.84,61,121,71,After
2024-04-17,2024,4,North America,International,Cargo,3423132,2325078,79495,0.86,43,174,157,After
2024-04-18,2024,4,North America,International,Passenger,3649314,2376542,75485,0.89,65,196,158,After
2024-04-19,2024,4,Europe,International,Cargo,3483786,2571881,76884,0.85,113,179,115,After
2024-04-20,2024,4,Asia,Domestic,Passenger,3323733,2508295,86341,0.84,89,169,104,After
2024-04-21,2024,4,North America,International,Cargo,3124002,2071857,79905,0.89,100,161,64,After
2024-04-22,2024,4,Europe,Domestic,Passenger,3688370,2939344,87222,0.81,93,165,66,After
2024-04-23,2024,4,Asia,Domestic,Cargo,3616164,2842000,89589,0.84,74,138,153,After
2024-04-24,2024,4,Europe,Domestic,Cargo,3520829,2580102,82058,0.87,85,138,101,After
2024-04-25,2024,4,Asia,International,Cargo,3180466,2530871,82746,0.75,90,146,62,After
2024-04-26,2024,4,Asia,International,Passenger,3437383,2626712,83902,0.82,99,136,126,After
2024-04-27,2024,4,North America,International,Cargo,2866030,2032164,81713,0.84,91,170,63,After
2024-04-28,2024,4,Asia,International,Cargo,3548551,2505114,82889,0.84,96,148,148,After
2024-04-29,2024,4,Europe,Domestic,Passenger,3695332,2406637,78046,0.87,101,102,126,After
2024-04-30,2024,4,Europe,International,Passenger,3075631,2205984,77886,0.9,122,161,145,After
2024-05-01,2024,5,North America,International,Cargo,3202760,2401364,77266,0.9,123,130,92,After
2024-05-02,2024,5,Asia,International,Passenger,3200343,2343153,86055,0.87,97,138,118,After
2024-05-03,2024,5,North America,Domestic,Passenger,3108251,2070633,82207,0.81,99,135,157,After
2024-05-04,2024,5,North America,Domestic,Passenger,3226064,2250801,74723,0.94,72,150,81,After
2024-05-05,2024,5,Asia,Domestic,Cargo,3395103,2646806,84492,0.86,80,162,129,After
2024-05-06,2024,5,Asia,International,Cargo,3130413,2199193,81346,0.87,72,133,68,After
2024-05-07,2024,5,North America,International,Cargo,3043283,2127373,76099,0.91,60,163,82,After
2024-05-08,2024,5,Europe,International,Cargo,3386283,2504222,80402,0.86,49,189,147,After
2024-05-09,2024,5,Europe,Domestic,Passenger,3182646,2253908,84722,0.88,87,156,62,After
2024-05-10,2024,5,Asia,International,Passenger,3719767,2907668,83716,0.83,96,89,79,After
2024-05-11,2024,5,North America,International,Cargo,3410237,2677565,81704,0.89,47,153,138,After
2024-05-12,2024,5,Europe,International,Passenger,3147781,2361362,87369,0.82,127,108,111,After
2024-05-13,2024,5,North America,International,Cargo,3081310,2037867,80640,0.87,81,158,88,After
2024-05-14,2024,5,Europe,International,Cargo,3264336,2449132,76806,0.88,87,120,79,After
2024-05-15,2024,5,Europe,Domestic,Passenger,3161574,2124735,87327,0.92,66,120,89,After
2024-05-16,2024,5,Europe,Domestic,Passenger,3454590,2712223,80205,0.82,43,135,70,After
2024-05-17,2024,5,North America,International,Cargo,3167875,2204503,81485,0.89,71,124,112,After
2024-05-18,2024,5,Europe,International,Cargo,2926383,2138096,76724,0.9,84,134,124,After
2024-05-19,2024,5,Asia,International,Passenger,3385385,2491942,82504,0.78,30,148,108,After
2024-05-20,2024,5,Europe,Domestic,Passenger,3103035,2400716,86672,0.93,106,117,72,After
2024-05-21,2024,5,North America,International,Passenger,3380422,2411204,77512,0.94,70,139,145,After
2024-05-22,2024,5,Asia,Domestic,Passenger,3336996,2591146,82449,0.86,96,112,110,After
2024-05-23,2024,5,North America,Domestic,Passenger,3233446,2334882,86273,0.84,127,155,100,After
2024-05-24,2024,5,North America,Domestic,Cargo,3057852,2417238,88346,0.76,62,141,109,After
2024-05-25,2024,5,Europe,International,Passenger,3544730,2404281,79447,0.91,88,154,114,After
2024-05-26,2024,5,North America,International,Cargo,3199554,2097223,79879,0.92,39,146,155,After
2024-05-27,2024,5,Europe,Domestic,Cargo,3447792,2350165,80001,0.93,86,142,134,After
2024-05-28,2024,5,Europe,Domestic,Cargo,3326402,2472582,84072,0.76,53,114,115,After
2024-05-29,2024,5,North America,International,Cargo,3427992,2713890,74872,0.88,72,172,73,After
2024-05-30,2024,5,Asia,Domestic,Cargo,2697552,1893189,83728,0.84,91,136,79,After
2024-05-31,2024,5,Europe,International,Passenger,3422279,2433221,79569,0.9,91,129,153,After
2024-06-01,2024,6,Europe,International,Cargo,4047232,2935000,85622,0.88,90,119,102,After
